,kgMid,name,musicAnalyticsSectionRenderer_content_trackTypes_trackViews_id,data_inicio
58,/g/11g9l_xksy,MC Don Juan,Y:ze_TWvjSzkI,2019-01-18
59,/g/11cnnwp26d,Marília Mendonça,Y:h1014P7S-OA,2019-01-18
60,,MC Charada,Y:5oWWUbxlJKc,2019-01-18
61,/g/11b7_v3lwg,Mc Dede,Y:5oWWUbxlJKc,2019-01-18
62,/g/11cnnwp26d,Marília Mendonça,Y:ReO6ouO_QIg,2019-01-18
63,/m/02k5sc,Maroon 5,Y:eoY2OkHztog,2019-01-18
64,/g/11f5vgp9qk,Mc Bruninho,Y:vbcDDt9e5RE,2019-01-18
65,/g/11b6_sq0s2,Mc Livinho,Y:vbcDDt9e5RE,2019-01-18
66,/m/0124x5pq,Wesley Safadão,Y:rmxrwuV2EDk,2019-01-18
67,/g/11h0zkvq71,Aldair Playboy,Y:rmxrwuV2EDk,2019-01-18
68,,MC Levin,Y:Mtd_8YW69gI,2019-01-18
69,,Jerry Smith,Y:GjjRkoJMvuE,2019-01-18
70,/m/0j9m6s7,Gusttavo Lima,Y:i8fgDIJLOA0,2019-01-18
71,/g/11c2pjlbrf,Mano Walter,Y:uPdZ0S66M58,2019-01-18
72,/m/0dntv_d,Davi Sacer,Y:T0B6-hLwbHk,2019-01-18
73,/g/11cnnwp26d,Marília Mendonça,Y:tgwuHK-uyog,2019-01-18
74,/g/11g9l_xksy,MC Don Juan,Y:fS3mNef3wrk,2019-01-18
75,/g/11c602sm4t,Zé Neto & Cristiano,Y:ndjAXabZZ3I,2019-01-18
76,/m/0j9m6s7,Gusttavo Lima,Y:HMOApugPRpM,2019-01-18
77,,Jerry Smith,Y:MHqHWn_7btU,2019-01-18
78,,ANALAGA,Y:jJmIo7pCopg,2019-01-18
79,/g/11cn9rtzrb,João Gustavo & Murilo,Y:jJmIo7pCopg,2019-01-18
80,/g/11bv0tdh2n,MC PP da VS,Y:KE_u9V3P2F4,2019-01-18
81,/g/11f122x7gd,MC Magal,Y:AMZ8-HGMCVQ,2019-01-18
82,/g/11b7_v3lwg,Mc Dede,Y:i0DeJ3jlIBk,2019-01-18
83,,MC Menor MR,Y:i0DeJ3jlIBk,2019-01-18
84,/g/11gn259b0w,Mc Alê,Y:Yc8NF3F8LOU,2019-01-18
85,/g/11b7_snwcl,MC Rodolfinho,Y:Yc8NF3F8LOU,2019-01-18
86,/g/12lqjt13t,Hungria Hip-Hop,Y:_qP10Ka0BXc,2019-01-18
87,/g/11bt_7r7wh,MC Hariel,Y:0Scra6jfn8A,2019-01-18
88,/g/11c2nn_kzf,Mc Th,Y:5S93gDIpnrU,2019-01-18
89,,MC Menininho,Y:5S93gDIpnrU,2019-01-18
90,/g/11g1yzvgvg,DJ Victor Falcão,Y:5S93gDIpnrU,2019-01-18
91,/g/11c2nq4r0t,Dani Russo,Y:BIsE_5TDPAM,2019-01-18
92,/g/11f10lszn1,Anitta,Y:hqfWehl63gc,2019-01-18
93,/g/11b7_snwcl,MC Rodolfinho,Y:2bVWiSHfQbo,2019-01-18
94,/g/11g7ks3ysy,Gloria Groove,Y:ms3RS0Jlet4,2019-01-18
95,/g/11byhkk3nl,Lexa,Y:5f1wacUTmF8,2019-01-18
96,/m/01sz99q,Eduardo Costa,Y:6Vluz5gZKWc,2019-01-18
97,/g/11ghyk6np1,Vitor Kley,Y:TguSbAn4rJs,2019-01-18
98,/g/11g6rmbwk8,Bruno Martini,Y:TguSbAn4rJs,2019-01-18
99,/g/11fy_qdm4z,Luísa Sonza,Y:aTRPGEc2S3Y,2019-01-18
100,/g/11gc9g8dkg,IZA,Y:ySU2GaJKbxc,2019-01-18
101,/m/0wtnl61,Henrique & Juliano,Y:lXriGr9fwLs,2019-01-18
102,/g/11b7_tz84z,Luma Elpidio,Y:rVdBjFFe2BY,2019-01-18
103,/m/0gh91m8,Luan Santana,Y:AFjQl6-puAI,2019-01-18
104,/g/11c2psj56j,MC Kekel,Y:DSjEBt55c78,2019-01-18
105,/g/11gv03k447,MC V7,Y:DSjEBt55c78,2019-01-18
106,/g/11bwqfs1xl,Dynho Alves,Y:uoKCflNUhRQ,2019-01-18
107,,Alessandro Vilas Boas,Y:OqgXaloCM58,2019-01-18
108,/m/01w65jh,DJ Snake,Y:WMgx7zhKzt8,2019-01-18
109,,Ruanzinho,Y:u8EXUyruTNU,2019-01-18
110,/g/11c602sm4t,Zé Neto & Cristiano,Y:cHKB6SbN3D8,2019-01-18
111,/g/11c2psj56j,MC Kekel,Y:2huCS-0jqwI,2019-01-18
112,/g/11b7_vwf0c,MC Vinny,Y:_yqx2uh_c6k,2019-01-18
113,/m/09gkdy4,Ariana Grande,Y:MxonrvCJRyw,2019-01-18
114,/m/0j9m6s7,Gusttavo Lima,Y:AwmrQLhO2pc,2019-01-18
115,/g/1yw9kt3mq,Matheus & Kauan,Y:EbQ-v8xDXyM,2019-01-18
116,,MC WM,Y:hIjuhGHXvR4,2019-01-18
117,/m/0j9m6s7,Gusttavo Lima,Y:rk6N9ptf6Bo,2019-01-18
118,/g/11fkdz_yyw,Isadora Pompeo,Y:5-RiEGTePPk,2019-01-18
119,/g/1q6n2ftx2,Dilsinho,Y:Bs3UYhDFNNU,2019-01-18
120,/m/0124x5pq,Wesley Safadão,Y:eins4SxDDTk,2019-01-18
121,/g/11h1yw4p4k,Um44k,Y:jZ3N-2je1LU,2019-01-18
122,/g/11g9l_xksy,MC Don Juan,Y:OtoDffCrz2k,2019-01-18
123,,Mc Kevin,Y:OtoDffCrz2k,2019-01-18
124,,pablo,Y:T3hUQIk3_ig,2019-01-18
125,/m/0wtnl61,Henrique & Juliano,Y:b6PDlYnRN4c,2019-01-18
126,/g/11c2pjlbrf,Mano Walter,Y:t14td_Q3ymQ,2019-01-18
127,,MC Leléto,Y:OmqSFIQOXno,2019-01-18
128,/m/0y7r5y0,Maluma,Y:YsP5JwhXt8I,2019-01-18
129,/m/0p3qdsy,Becky G,Y:YsP5JwhXt8I,2019-01-18
130,/g/11f10lszn1,Anitta,Y:YsP5JwhXt8I,2019-01-18
131,/m/03f4fvz,Marquinhos Gomes,Y:XHoHhjJBk7Y,2019-01-18
