,id,name,viewCount,encryptedVideoId,artists,isVisible,atvExternalVideoId,thumbnail_thumbnails,chartEntryMetadata_currentPosition,chartEntryMetadata_previousPosition,chartEntryMetadata_percentViewsChange,chartEntryMetadata_periodsOnChart,releaseDate_year,releaseDate_month,releaseDate_day,data_inicio
71,Y:_yqx2uh_c6k,Não Complica (feat. Dani Russo),2316871,I7PMkxqULuA,"[{'kgMid': '/g/11b7_vwf0c', 'name': 'MC Vinny'}]",True,A7U4JFzeW3Q,"[{'url': 'https://i.ytimg.com/vi/I7PMkxqULuA/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/I7PMkxqULuA/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/I7PMkxqULuA/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/I7PMkxqULuA/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/I7PMkxqULuA/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",72,83.0,0.13172178,3,2018.0,12.0,21.0,2019-01-04
72,Y:TguSbAn4rJs,Morena,2268711,4Sv66qB4YwU,"[{'kgMid': '/g/11ghyk6np1', 'name': 'Vitor Kley'}, {'kgMid': '/g/11g6rmbwk8', 'name': 'Bruno Martini'}]",True,OQ7q_U_vX7Q,"[{'url': 'https://i.ytimg.com/vi/4Sv66qB4YwU/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/4Sv66qB4YwU/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/4Sv66qB4YwU/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/4Sv66qB4YwU/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/4Sv66qB4YwU/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",73,90.0,0.18901075,3,2018.0,6.0,8.0,2019-01-04
73,Y:5f1wacUTmF8,Provocar (feat. Gloria Groove),2266405,ot671xup5No,"[{'kgMid': '/g/11byhkk3nl', 'name': 'Lexa'}]",True,wZYETPO-joE,"[{'url': 'https://i.ytimg.com/vi/ot671xup5No/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/ot671xup5No/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/ot671xup5No/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/ot671xup5No/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/ot671xup5No/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",74,71.0,-0.11851416,7,2018.0,11.0,21.0,2019-01-04
74,Y:rk6N9ptf6Bo,10 Anos,2236619,qjR293JgSRo,"[{'kgMid': '/m/0j9m6s7', 'name': 'Gusttavo Lima'}]",True,wgnJYPVL7m8,"[{'url': 'https://i.ytimg.com/vi/qjR293JgSRo/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/qjR293JgSRo/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/qjR293JgSRo/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/qjR293JgSRo/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/qjR293JgSRo/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",75,79.0,-0.012112844,7,2018.0,10.0,26.0,2019-01-04
75,Y:AFjQl6-puAI,Sofazinho Live (feat. Jorge & Mateus),2132286,zFjqdEplaHc,"[{'kgMid': '/m/0gh91m8', 'name': 'Luan Santana'}]",True,KRCXyWtP02s,"[{'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",76,81.0,-0.031775042,17,2018.0,9.0,4.0,2019-01-04
76,Y:YsP5JwhXt8I,Mala Mía,2111248,Q527XDLEpfU,"[{'kgMid': '/m/0y7r5y0', 'name': 'Maluma'}, {'kgMid': '/m/0p3qdsy', 'name': 'Becky G'}, {'kgMid': '/g/11f10lszn1', 'name': 'Anitta'}]",True,OrmRm8Weyzg,"[{'url': 'https://i.ytimg.com/vi/Q527XDLEpfU/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/Q527XDLEpfU/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/Q527XDLEpfU/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/Q527XDLEpfU/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/Q527XDLEpfU/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",77,,,1,2018.0,8.0,10.0,2019-01-04
77,Y:3_WQEtYXT6s,Deixa Acontecer / Coração Radiante / Compasso Do Amor,2077400,c4XeTP11EI8,"[{'kgMid': '/m/01pb7lz', 'name': 'Grupo Revelação'}]",True,,"[{'url': 'https://i.ytimg.com/vi/c4XeTP11EI8/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/c4XeTP11EI8/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/c4XeTP11EI8/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/c4XeTP11EI8/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/c4XeTP11EI8/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",78,50.0,-0.46802258,15,2010.0,12.0,6.0,2019-01-04
78,Y:hIjuhGHXvR4,Raspadinha,1981934,tzbvp-v94Q4,[{'name': 'MC WM'}],True,aU7bSkBKr8w,"[{'url': 'https://i.ytimg.com/vi/tzbvp-v94Q4/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/tzbvp-v94Q4/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/tzbvp-v94Q4/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/tzbvp-v94Q4/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/tzbvp-v94Q4/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",79,69.0,-0.2680646,8,2018.0,11.0,14.0,2019-01-04
79,Y:OqgXaloCM58,Quero Conhecer Jesus,1949372,rBVjbjGVVjo,[{'name': 'Alessandro Vilas Boas'}],True,yUx6zL94_qE,"[{'url': 'https://i.ytimg.com/vi/rBVjbjGVVjo/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/rBVjbjGVVjo/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/rBVjbjGVVjo/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/rBVjbjGVVjo/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/rBVjbjGVVjo/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",80,88.0,0.008490084,16,2017.0,6.0,13.0,2019-01-04
80,Y:6Vluz5gZKWc,Olha Ela Aí,1926258,bDe_M-eac8I,"[{'kgMid': '/m/01sz99q', 'name': 'Eduardo Costa'}]",True,14UF0k4qbCY,"[{'url': 'https://i.ytimg.com/vi/bDe_M-eac8I/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/bDe_M-eac8I/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/bDe_M-eac8I/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/bDe_M-eac8I/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/bDe_M-eac8I/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",81,70.0,-0.25580844,8,2018.0,5.0,15.0,2019-01-04
81,Y:2huCS-0jqwI,Eu Tô Zen,1898749,CMaQscHAx5U,"[{'kgMid': '/g/11c2psj56j', 'name': 'MC Kekel'}]",True,u5_TsGbWtuc,"[{'url': 'https://i.ytimg.com/vi/CMaQscHAx5U/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/CMaQscHAx5U/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/CMaQscHAx5U/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/CMaQscHAx5U/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/CMaQscHAx5U/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",82,92.0,0.01311947,4,2018.0,12.0,6.0,2019-01-04
82,Y:OtoDffCrz2k,Cavalinho (feat. Mc Don Juan),1895420,Wz-G5RDJv3k,"[{'kgMid': '/g/11g9l_xksy', 'name': 'MC Don Juan'}, {'name': 'Mc Kevin'}]",True,G3Rj3Pwz4yo,"[{'url': 'https://i.ytimg.com/vi/Wz-G5RDJv3k/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/Wz-G5RDJv3k/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/Wz-G5RDJv3k/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/Wz-G5RDJv3k/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/Wz-G5RDJv3k/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",83,78.0,-0.17041284,10,2018.0,10.0,31.0,2019-01-04
83,Y:hJ01MMuyagY,To Gostando Tanto de Você,1870301,V4y8DWrpMys,"[{'kgMid': '/g/11g9l_xksy', 'name': 'MC Don Juan'}]",True,839dvHzFt7I,"[{'url': 'https://i.ytimg.com/vi/V4y8DWrpMys/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/V4y8DWrpMys/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/V4y8DWrpMys/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/V4y8DWrpMys/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/V4y8DWrpMys/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",84,82.0,-0.15030348,17,2018.0,9.0,14.0,2019-01-04
84,Y:XCan20rfCXo,Todo Mundo Odeia Acústico,1837920,aoH4kc_gsGo,"[{'name': 'Pineapple StormTV'}, {'name': 'Bob do Contra'}, {'kgMid': '/m/01mmpyl', 'name': 'MV Bill'}, {'kgMid': '/g/11c2kkd85x', 'name': 'Froid'}, {'kgMid': '/g/11ghrc2ffn', 'name': 'Djonga'}, {'kgMid': '/g/11gff6wktm', 'name': 'Azzy'}, {'name': 'Delacruz'}]",True,61g25FUbsQc,"[{'url': 'https://i.ytimg.com/vi/aoH4kc_gsGo/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/aoH4kc_gsGo/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/aoH4kc_gsGo/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/aoH4kc_gsGo/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/aoH4kc_gsGo/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",85,89.0,-0.0371701,7,2018.0,2.0,26.0,2019-01-04
85,Y:taKYv9lQ3E8,Priority (Live),1828036,On3b_3v26YU,"[{'kgMid': '/g/11bzxy8d_j', 'name': 'Midian Lima'}]",True,4m-98BdaATs,"[{'url': 'https://i.ytimg.com/vi/On3b_3v26YU/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/On3b_3v26YU/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/On3b_3v26YU/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/On3b_3v26YU/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/On3b_3v26YU/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",86,,,22,2017.0,9.0,19.0,2019-01-04
86,Y:PKoXd-YZCuU,Não perco meu tempo,1825652,D112i1ZMEzI,"[{'kgMid': '/g/11f10lszn1', 'name': 'Anitta'}]",True,OIpP33mN03s,"[{'url': 'https://i.ytimg.com/vi/D112i1ZMEzI/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/D112i1ZMEzI/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/D112i1ZMEzI/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/D112i1ZMEzI/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/D112i1ZMEzI/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",87,85.0,-0.093787536,9,2018.0,11.0,8.0,2019-01-04
87,Y:5-RiEGTePPk,"Hey, Pai (Ao Vivo) (feat. Marcela Taís)",1808175,MF5Vj2X4s3Q,"[{'kgMid': '/g/11fkdz_yyw', 'name': 'Isadora Pompeo'}]",True,YL_U6blwqyk,"[{'url': 'https://i.ytimg.com/vi/MF5Vj2X4s3Q/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/MF5Vj2X4s3Q/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/MF5Vj2X4s3Q/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/MF5Vj2X4s3Q/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/MF5Vj2X4s3Q/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",88,,,1,2017.0,11.0,3.0,2019-01-04
88,Y:pozMrssJ9eg,Medley da Gaiola (Dennis DJ Remix),1790261,Day11xRDENc,"[{'kgMid': '/g/11hzcy7yz_', 'name': 'MC Kevin o Chris'}]",True,,"[{'url': 'https://i.ytimg.com/vi/Day11xRDENc/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/Day11xRDENc/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/Day11xRDENc/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/Day11xRDENc/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/Day11xRDENc/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",89,,,1,2019.0,5.0,5.0,2019-01-04
89,Y:QnBVElGm5Xs,Dancin (feat. Luvli),1758563,uqBArcmBQaA,[{'name': 'Aaron Smith'}],True,LjtvF_UuRIU,"[{'url': 'https://i.ytimg.com/vi/uqBArcmBQaA/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/uqBArcmBQaA/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/uqBArcmBQaA/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/uqBArcmBQaA/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/uqBArcmBQaA/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",90,,,9,2005.0,12.0,9.0,2019-01-04
90,Y:lXriGr9fwLs,Três Corações (Ao Vivo),1756010,2dTWm4PhZtI,"[{'kgMid': '/m/0wtnl61', 'name': 'Henrique & Juliano'}]",True,yvp-NRI946w,"[{'url': 'https://i.ytimg.com/vi/2dTWm4PhZtI/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/2dTWm4PhZtI/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/2dTWm4PhZtI/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/2dTWm4PhZtI/sddefault.jpg', 'width': 640, 'height': 480}]",91,,,2,2018.0,10.0,5.0,2019-01-04
91,Y:s88a5WG7kVA,Lágrimas do Palhaço,1687141,tmpzGxR8DsU,"[{'kgMid': '/g/11bt_9v_qv', 'name': 'MC Kapela'}]",True,C-rHOcINoII,"[{'url': 'https://i.ytimg.com/vi/tmpzGxR8DsU/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/tmpzGxR8DsU/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/tmpzGxR8DsU/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/tmpzGxR8DsU/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/tmpzGxR8DsU/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",92,,,1,2018.0,11.0,10.0,2019-01-04
92,Y:uKdJcj2yuYc,Nicole Bahls (feat. DEREK & KLYN),1616883,w9g1XX3ohwM,"[{'kgMid': '/g/11c310nyw_', 'name': 'Mc Igu'}]",True,qg9ZgIUKF9A,"[{'url': 'https://i.ytimg.com/vi/w9g1XX3ohwM/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/w9g1XX3ohwM/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/w9g1XX3ohwM/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/w9g1XX3ohwM/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/w9g1XX3ohwM/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",93,,,1,2018.0,12.0,31.0,2019-01-04
93,Y:b6PDlYnRN4c,Sala De Espera (Ao Vivo),1612178,8ZY0Rq9vKRY,"[{'kgMid': '/m/0wtnl61', 'name': 'Henrique & Juliano'}]",True,vmWjXVb6Xqs,"[{'url': 'https://i.ytimg.com/vi/8ZY0Rq9vKRY/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/8ZY0Rq9vKRY/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/8ZY0Rq9vKRY/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/8ZY0Rq9vKRY/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/8ZY0Rq9vKRY/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",94,,,4,2018.0,10.0,5.0,2019-01-04
94,Y:3o5kvDjrdeE,Maranata,1594529,iS6GXPbhCwU,"[{'kgMid': '/g/11cp5wbfs_', 'name': 'Ministério Avivah'}]",True,I2hkH139OrM,"[{'url': 'https://i.ytimg.com/vi/iS6GXPbhCwU/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/iS6GXPbhCwU/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/iS6GXPbhCwU/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/iS6GXPbhCwU/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/iS6GXPbhCwU/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",95,,,1,2014.0,1.0,22.0,2019-01-04
95,Y:7fkTLnYPEkM,Bailão,1575252,JRCfCDuA2Fc,"[{'kgMid': '/g/11b7_vyjtm', 'name': 'Mc Davi'}, {'name': 'Mc Kevin'}]",True,FkzrdAWl0c0,"[{'url': 'https://i.ytimg.com/vi/JRCfCDuA2Fc/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/JRCfCDuA2Fc/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/JRCfCDuA2Fc/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/JRCfCDuA2Fc/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/JRCfCDuA2Fc/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",96,84.0,-0.22871484,16,2018.0,7.0,16.0,2019-01-04
96,Y:dL35HmDXaYM,Brota na Penha,1567974,5eZkSGvnTx4,"[{'kgMid': '/g/11b6_sq0s2', 'name': 'Mc Livinho'}, {'name': 'DJ Rennan da Penha'}, {'kgMid': '/g/11bxf50jv9', 'name': 'DJ Tavares'}]",True,FN6kg7Y1iUU,"[{'url': 'https://i.ytimg.com/vi/5eZkSGvnTx4/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/5eZkSGvnTx4/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/5eZkSGvnTx4/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/5eZkSGvnTx4/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/5eZkSGvnTx4/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",97,,,2,2018.0,11.0,3.0,2019-01-04
97,Y:oi0Rn-iJWUg,Chora No Meu Colo,1564179,H1VKJz46n0Q,"[{'kgMid': '/g/11c2l1n05t', 'name': 'Naiara Azevedo'}]",True,TJ3S5gzbEpg,"[{'url': 'https://i.ytimg.com/vi/H1VKJz46n0Q/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/H1VKJz46n0Q/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/H1VKJz46n0Q/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/H1VKJz46n0Q/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/H1VKJz46n0Q/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",98,87.0,-0.19206548,19,2018.0,8.0,24.0,2019-01-04
98,Y:t14td_Q3ymQ,Então Vem Cá (feat. Claudia Leitte),1554268,FtDRSP4P5AU,"[{'kgMid': '/g/11c2pjlbrf', 'name': 'Mano Walter'}]",True,pCWMgCI-1zQ,"[{'url': 'https://i.ytimg.com/vi/FtDRSP4P5AU/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/FtDRSP4P5AU/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/FtDRSP4P5AU/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/FtDRSP4P5AU/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/FtDRSP4P5AU/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",99,,,5,2018.0,11.0,14.0,2019-01-04
99,Y:IWz0_plI7pM,DDU-DU DDU-DU (뚜두뚜두),1546059,IHNzOHi8sJs,"[{'kgMid': '/g/11byzf3gtr', 'name': 'BLACKPINK'}]",True,IPzouyj7FLA,"[{'url': 'https://i.ytimg.com/vi/IHNzOHi8sJs/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/IHNzOHi8sJs/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/IHNzOHi8sJs/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/IHNzOHi8sJs/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/IHNzOHi8sJs/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",100,,,7,2018.0,6.0,15.0,2019-01-04
0,Y:AgWUtFtSviE,Jenifer,35236567,D2rG7pXd2LY,"[{'kgMid': '/g/11h0d3dnyr', 'name': 'Gabriel Diniz'}]",True,W10ssxG3q9E,"[{'url': 'https://i.ytimg.com/vi/D2rG7pXd2LY/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/D2rG7pXd2LY/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/D2rG7pXd2LY/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/D2rG7pXd2LY/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/D2rG7pXd2LY/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",1,1.0,0.748762,13,2018.0,9.0,14.0,2019-01-11
1,Y:68DzEwBC2Cw,Notificação Preferida (Ao Vivo),13390074,rYKOuKaWEjg,"[{'kgMid': '/g/11c602sm4t', 'name': 'Zé Neto & Cristiano'}]",True,vFW8c0N_nLs,"[{'url': 'https://i.ytimg.com/vi/rYKOuKaWEjg/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/rYKOuKaWEjg/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/rYKOuKaWEjg/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/rYKOuKaWEjg/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/rYKOuKaWEjg/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",2,9.0,0.3761163,29,2018.0,5.0,18.0,2019-01-11
2,Y:j47F_UFQHm0,Quem Me Dera,13095491,BRw8e5OGnrI,"[{'kgMid': '/g/11c54ch2hn', 'name': 'Márcia Fellipe'}, {'name': 'Jerry Smith'}]",True,8-J6pdXOJhU,"[{'url': 'https://i.ytimg.com/vi/BRw8e5OGnrI/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/BRw8e5OGnrI/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/BRw8e5OGnrI/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/BRw8e5OGnrI/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/BRw8e5OGnrI/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",3,3.0,0.14536463,14,2018.0,10.0,15.0,2019-01-11
