,id,name,viewCount,encryptedVideoId,artists,isVisible,atvExternalVideoId,thumbnail_thumbnails,chartEntryMetadata_currentPosition,chartEntryMetadata_previousPosition,chartEntryMetadata_percentViewsChange,chartEntryMetadata_periodsOnChart,releaseDate_year,releaseDate_month,releaseDate_day,data_inicio
28,Y:B5WhTYUQGnA,Largado Às Traças (Acústico),5316949,WcTRQXtXJPs,"[{'kgMid': '/g/11c602sm4t', 'name': 'Zé Neto & Cristiano'}]",True,0l6DvOCcTKM,"[{'url': 'https://i.ytimg.com/vi/WcTRQXtXJPs/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/WcTRQXtXJPs/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/WcTRQXtXJPs/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/WcTRQXtXJPs/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/WcTRQXtXJPs/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",29,24.0,-0.1379695,49,2018.0,1.0,30.0,2019-01-18
29,Y:4PCEEvzdm1c,Só Pra Castigar,5258884,V_w_KA1VKoQ,"[{'kgMid': '/m/0124x5pq', 'name': 'Wesley Safadão'}]",True,Guu1165El5A,"[{'url': 'https://i.ytimg.com/vi/V_w_KA1VKoQ/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/V_w_KA1VKoQ/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/V_w_KA1VKoQ/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/V_w_KA1VKoQ/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/V_w_KA1VKoQ/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",30,26.0,-0.13200384,19,2018.0,9.0,12.0,2019-01-18
30,Y:SuG2n1PbswA,Ouvi Dizer,5208388,vaXCSYva2FM,"[{'kgMid': '/g/11gr6vzdh1', 'name': 'Melim'}]",True,1SOxvbPPutk,"[{'url': 'https://i.ytimg.com/vi/vaXCSYva2FM/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/vaXCSYva2FM/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/vaXCSYva2FM/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/vaXCSYva2FM/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/vaXCSYva2FM/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",31,39.0,0.06793886,19,2017.0,12.0,8.0,2019-01-18
31,Y:BwHg2maLyXg,BEBIDA NA FERIDA,5197179,0Xat2Vfk7p0,"[{'kgMid': '/g/11c602sm4t', 'name': 'Zé Neto & Cristiano'}]",True,vFmGpD7DodI,"[{'url': 'https://i.ytimg.com/vi/0Xat2Vfk7p0/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/0Xat2Vfk7p0/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/0Xat2Vfk7p0/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/0Xat2Vfk7p0/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/0Xat2Vfk7p0/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",32,22.0,-0.18173398,45,2018.0,5.0,18.0,2019-01-18
32,Y:QEzpYbdvo9A,QUER MAIS?,5002452,Yiu6SrVkJ0o,"[{'kgMid': '/g/11c2lywr2r', 'name': 'MC Mirella'}, {'kgMid': '/g/12tb7_98j', 'name': 'POCAH'}]",True,BcbLLVhnROA,"[{'url': 'https://i.ytimg.com/vi/Yiu6SrVkJ0o/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/Yiu6SrVkJ0o/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/Yiu6SrVkJ0o/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/Yiu6SrVkJ0o/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/Yiu6SrVkJ0o/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",33,31.0,-0.07254449,12,2018.0,10.0,31.0,2019-01-18
33,Y:bAVkCkAQmsw,Estado Decadente (Acústico),4985631,FbdNoF_CbR0,"[{'kgMid': '/g/11c602sm4t', 'name': 'Zé Neto & Cristiano'}]",True,dxclf-E1t2A,"[{'url': 'https://i.ytimg.com/vi/FbdNoF_CbR0/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/FbdNoF_CbR0/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/FbdNoF_CbR0/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/FbdNoF_CbR0/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/FbdNoF_CbR0/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",34,,-0.48976475,1,2019.0,1.0,10.0,2019-01-18
34,Y:Flbb7kQnN9I,Sujeito (Ao Vivo),4943780,WWVKtHukkBo,"[{'kgMid': '/m/0j9m6s7', 'name': 'Gusttavo Lima'}]",True,Ljw_gScEXn4,"[{'url': 'https://i.ytimg.com/vi/WWVKtHukkBo/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/WWVKtHukkBo/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/WWVKtHukkBo/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/WWVKtHukkBo/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/WWVKtHukkBo/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",35,36.0,-0.053095475,9,2018.0,10.0,26.0,2019-01-18
35,Y:KDEPqwQhYNY,Sapequinha,4770890,eeuyqLI4iQE,"[{'kgMid': '/g/11byhkk3nl', 'name': 'Lexa'}, {'kgMid': '/g/11g9fl0gh5', 'name': 'MC Lan'}]",True,aIFkHwU5Zjw,"[{'url': 'https://i.ytimg.com/vi/eeuyqLI4iQE/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/eeuyqLI4iQE/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/eeuyqLI4iQE/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/eeuyqLI4iQE/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/eeuyqLI4iQE/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",36,38.0,-0.028429726,24,2018.0,8.0,2.0,2019-01-18
36,Y:h5Y0D2TGYH4,Sou Favela,4754645,PvJIwSPte4E,"[{'kgMid': '/g/11f5vgp9qk', 'name': 'Mc Bruninho'}, {'kgMid': '/g/11f655yjcs', 'name': 'MC Vitinho Ferrari'}]",True,DLeBQKoaxqw,"[{'url': 'https://i.ytimg.com/vi/PvJIwSPte4E/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/PvJIwSPte4E/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/PvJIwSPte4E/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/PvJIwSPte4E/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/PvJIwSPte4E/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",37,27.0,-0.21417983,21,2018.0,8.0,30.0,2019-01-18
37,Y:7jTskrMCYY4,Infarto,4711865,BJfnGsvOmWM,"[{'kgMid': '/g/11h9vqkc4h', 'name': 'Diego & Victor Hugo'}]",True,rxqfLAaBai8,"[{'url': 'https://i.ytimg.com/vi/BJfnGsvOmWM/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/BJfnGsvOmWM/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/BJfnGsvOmWM/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/BJfnGsvOmWM/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/BJfnGsvOmWM/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",38,45.0,0.06520787,11,2018.0,11.0,3.0,2019-01-18
38,Y:37-bazO9koQ,Fuleragem,4632394,4N2iMmHcHys,"[{'kgMid': '/g/11h_cx894k', 'name': 'MC WM'}]",True,a1s6YOczM3c,"[{'url': 'https://i.ytimg.com/vi/4N2iMmHcHys/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/4N2iMmHcHys/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/4N2iMmHcHys/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/4N2iMmHcHys/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/4N2iMmHcHys/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",39,43.0,-0.0273746,49,2018.0,2.0,21.0,2019-01-18
39,Y:ze_TWvjSzkI,Vai Voltar Chorando,4574168,m-ULSz2gAwQ,"[{'kgMid': '/g/11g9l_xksy', 'name': 'MC Don Juan'}]",True,_FVeBbq4crA,"[{'url': 'https://i.ytimg.com/vi/m-ULSz2gAwQ/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/m-ULSz2gAwQ/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/m-ULSz2gAwQ/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/m-ULSz2gAwQ/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/m-ULSz2gAwQ/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",40,42.0,-0.05629838,5,2018.0,12.0,23.0,2019-01-18
40,Y:h1014P7S-OA,BYE BYE,4489428,tnfbhjbbmu4,"[{'kgMid': '/g/11cnnwp26d', 'name': 'Marília Mendonça'}]",True,n2so6kU2E5o,"[{'url': 'https://i.ytimg.com/vi/tnfbhjbbmu4/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/tnfbhjbbmu4/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/tnfbhjbbmu4/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/tnfbhjbbmu4/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/tnfbhjbbmu4/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",41,54.0,0.32075834,15,2018.0,10.0,11.0,2019-01-18
41,Y:5oWWUbxlJKc,Chorar pra Quê,4472375,qd6qrh1AwKI,"[{'name': 'MC Charada'}, {'kgMid': '/g/11b7_v3lwg', 'name': 'Mc Dede'}]",True,,"[{'url': 'https://i.ytimg.com/vi/qd6qrh1AwKI/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/qd6qrh1AwKI/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/qd6qrh1AwKI/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/qd6qrh1AwKI/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/qd6qrh1AwKI/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",42,32.0,-0.16447668,10,2018.0,11.0,15.0,2019-01-18
42,Y:ReO6ouO_QIg,Estranho,4405647,2WsIm6pNlI4,"[{'kgMid': '/g/11cnnwp26d', 'name': 'Marília Mendonça'}]",True,5IexrpphXkw,"[{'url': 'https://i.ytimg.com/vi/2WsIm6pNlI4/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/2WsIm6pNlI4/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/2WsIm6pNlI4/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/2WsIm6pNlI4/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/2WsIm6pNlI4/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",43,37.0,-0.13007402,44,2018.0,2.0,23.0,2019-01-18
43,Y:eoY2OkHztog,Girls Like You (feat. Cardi B),4192318,aJOTlE1K90k,"[{'kgMid': '/m/02k5sc', 'name': 'Maroon 5'}]",True,XDbW5bXrm7I,"[{'url': 'https://i.ytimg.com/vi/aJOTlE1K90k/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/aJOTlE1K90k/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/aJOTlE1K90k/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/aJOTlE1K90k/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/aJOTlE1K90k/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",44,41.0,-0.14023204,32,2017.0,11.0,3.0,2019-01-18
44,Y:vbcDDt9e5RE,Beijinho Gostoso,4081295,ZXhok5Smbts,"[{'kgMid': '/g/11f5vgp9qk', 'name': 'Mc Bruninho'}, {'kgMid': '/g/11b6_sq0s2', 'name': 'Mc Livinho'}]",True,esxWeYcx6D4,"[{'url': 'https://i.ytimg.com/vi/ZXhok5Smbts/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/ZXhok5Smbts/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/ZXhok5Smbts/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/ZXhok5Smbts/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/ZXhok5Smbts/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",45,34.0,-0.22316003,6,2018.0,11.0,27.0,2019-01-18
45,Y:rmxrwuV2EDk,Amor Falso (feat. MC Kevinho),4020396,fOrPSLkuI54,"[{'kgMid': '/m/0124x5pq', 'name': 'Wesley Safadão'}, {'kgMid': '/g/11h0zkvq71', 'name': 'Aldair Playboy'}]",True,4rdIIB30rt0,"[{'url': 'https://i.ytimg.com/vi/fOrPSLkuI54/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/fOrPSLkuI54/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/fOrPSLkuI54/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/fOrPSLkuI54/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/fOrPSLkuI54/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",46,40.0,-0.17552494,40,2018.0,5.0,30.0,2019-01-18
46,Y:Mtd_8YW69gI,Vai Vai Perereca,3996352,Mp_g9qrNZsA,[{'name': 'MC Levin'}],True,zfmLKp1TFeo,"[{'url': 'https://i.ytimg.com/vi/Mp_g9qrNZsA/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/Mp_g9qrNZsA/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/Mp_g9qrNZsA/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/Mp_g9qrNZsA/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/Mp_g9qrNZsA/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",47,44.0,-0.1569525,14,2018.0,11.0,14.0,2019-01-18
47,Y:GjjRkoJMvuE,Quem Tem o Dom (feat. Wesley Safadão),3928424,ammt9uTF-Fw,[{'name': 'Jerry Smith'}],True,mLTU5Du5ZIs,"[{'url': 'https://i.ytimg.com/vi/ammt9uTF-Fw/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/ammt9uTF-Fw/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/ammt9uTF-Fw/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/ammt9uTF-Fw/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/ammt9uTF-Fw/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",48,,,1,2019.0,1.0,18.0,2019-01-18
48,Y:i8fgDIJLOA0,Respeita o Nosso Fim (Ao Vivo),3899660,IrEFj4zpHgE,"[{'kgMid': '/m/0j9m6s7', 'name': 'Gusttavo Lima'}]",True,1h62q25ODlI,"[{'url': 'https://i.ytimg.com/vi/IrEFj4zpHgE/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/IrEFj4zpHgE/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/IrEFj4zpHgE/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/IrEFj4zpHgE/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/IrEFj4zpHgE/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",49,35.0,-0.25436997,9,2018.0,10.0,26.0,2019-01-18
49,Y:uPdZ0S66M58,Juramento do Dedinho,3871442,rshk3Vi23h0,"[{'kgMid': '/g/11c2pjlbrf', 'name': 'Mano Walter'}]",True,QUSIVXl5xV4,"[{'url': 'https://i.ytimg.com/vi/rshk3Vi23h0/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/rshk3Vi23h0/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/rshk3Vi23h0/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/rshk3Vi23h0/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/rshk3Vi23h0/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",50,30.0,-0.28622976,38,2018.0,4.0,27.0,2019-01-18
50,Y:T0B6-hLwbHk,Deus de Promessas (feat. Simone),3724780,meiqsELWxNs,"[{'kgMid': '/m/0dntv_d', 'name': 'Davi Sacer'}]",True,PV-mNF4AAfE,"[{'url': 'https://i.ytimg.com/vi/meiqsELWxNs/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/meiqsELWxNs/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/meiqsELWxNs/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/meiqsELWxNs/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/meiqsELWxNs/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",51,49.0,-0.011389203,15,2018.0,10.0,4.0,2019-01-18
51,Y:tgwuHK-uyog,CASA DA MÃE JOANA (feat. Henrique & Juliano),3720505,hdjERtU7lMk,"[{'kgMid': '/g/11cnnwp26d', 'name': 'Marília Mendonça'}]",True,EkhxIkUTyKM,"[{'url': 'https://i.ytimg.com/vi/hdjERtU7lMk/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/hdjERtU7lMk/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/hdjERtU7lMk/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/hdjERtU7lMk/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/hdjERtU7lMk/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",52,57.0,0.10149098,19,2018.0,9.0,14.0,2019-01-18
52,Y:fS3mNef3wrk,Confia Na Tua Amiguinha,3579171,bp65FRuWYGw,"[{'kgMid': '/g/11g9l_xksy', 'name': 'MC Don Juan'}]",True,quiyCi9wPaQ,"[{'url': 'https://i.ytimg.com/vi/bp65FRuWYGw/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/bp65FRuWYGw/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/bp65FRuWYGw/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/bp65FRuWYGw/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/bp65FRuWYGw/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",53,50.0,-0.04192624,7,2018.0,11.0,29.0,2019-01-18
53,Y:ndjAXabZZ3I,Long Neck (Acústico),3436995,QoRb9JQEnQI,"[{'kgMid': '/g/11c602sm4t', 'name': 'Zé Neto & Cristiano'}]",True,20hKgttDHk0,"[{'url': 'https://i.ytimg.com/vi/QoRb9JQEnQI/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/QoRb9JQEnQI/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/QoRb9JQEnQI/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/QoRb9JQEnQI/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/QoRb9JQEnQI/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",54,,,1,2019.0,1.0,10.0,2019-01-18
54,Y:HMOApugPRpM,Na Hora de Amar,3227141,Uo7U7ruedic,"[{'kgMid': '/m/0j9m6s7', 'name': 'Gusttavo Lima'}]",True,na-nmo5maYE,"[{'url': 'https://i.ytimg.com/vi/Uo7U7ruedic/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/Uo7U7ruedic/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/Uo7U7ruedic/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/Uo7U7ruedic/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/Uo7U7ruedic/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",55,48.0,-0.1602718,4,2018.0,10.0,26.0,2019-01-18
55,Y:MHqHWn_7btU,Vou Falar pra Tu,3166695,M5cXtRgZ3a8,[{'name': 'Jerry Smith'}],True,nrC9_QafoVw,"[{'url': 'https://i.ytimg.com/vi/M5cXtRgZ3a8/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/M5cXtRgZ3a8/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/M5cXtRgZ3a8/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/M5cXtRgZ3a8/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/M5cXtRgZ3a8/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",56,60.0,-0.013146946,12,2018.0,8.0,3.0,2019-01-18
56,Y:jJmIo7pCopg,Lençol Dobrado,3156306,-CbZj9I5wlA,"[{'name': 'ANALAGA'}, {'kgMid': '/g/11cn9rtzrb', 'name': 'João Gustavo & Murilo'}]",True,w2qeKaiKeao,"[{'url': 'https://i.ytimg.com/vi/-CbZj9I5wlA/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/-CbZj9I5wlA/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/-CbZj9I5wlA/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/-CbZj9I5wlA/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/-CbZj9I5wlA/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",57,56.0,-0.06577867,9,2018.0,6.0,8.0,2019-01-18
57,Y:KE_u9V3P2F4,Areia Branquinha,3112809,fZY8DsJyVEk,"[{'kgMid': '/g/11bv0tdh2n', 'name': 'MC PP da VS'}]",True,MgWIYUzOnhg,"[{'url': 'https://i.ytimg.com/vi/fZY8DsJyVEk/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/fZY8DsJyVEk/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/fZY8DsJyVEk/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/fZY8DsJyVEk/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/fZY8DsJyVEk/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",58,58.0,-0.051124744,8,2018.0,11.0,2.0,2019-01-18
58,Y:AMZ8-HGMCVQ,Casal Bonnie e Clyde,3028350,74UBSFiYyYA,"[{'kgMid': '/g/11f122x7gd', 'name': 'MC Magal'}]",True,ZEBqyP87CL0,"[{'url': 'https://i.ytimg.com/vi/74UBSFiYyYA/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/74UBSFiYyYA/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/74UBSFiYyYA/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/74UBSFiYyYA/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/74UBSFiYyYA/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",59,63.0,-0.010437566,4,2018.0,8.0,29.0,2019-01-18
59,Y:i0DeJ3jlIBk,Partiu Guarujá (feat. Mitico DJ),3023267,4rUp3aUCFuc,"[{'kgMid': '/g/11b7_v3lwg', 'name': 'Mc Dede'}, {'name': 'MC Menor MR'}]",True,alfzWOfUCdk,"[{'url': 'https://i.ytimg.com/vi/4rUp3aUCFuc/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/4rUp3aUCFuc/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/4rUp3aUCFuc/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/4rUp3aUCFuc/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/4rUp3aUCFuc/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",60,53.0,-0.15157633,4,2018.0,12.0,28.0,2019-01-18
